查詢交易日期,查詢市場,日期,市場,產品,上價,中價,下價,平均價(元/公斤),跟前一交易日比較%,交易量(公斤),跟前一交易日比較%
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,R5 芒果 黑香金興 ,46.0,24.9,15.5,27.2, -  8,"1,082", - 37
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,R6 芒果 金煌 ,37.5,25.7,15.7,26.0, -  3,"6,199", - 21
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,R8 芒果 芒果青 ,20.0,15.1,9.1,14.9, + 22,"2,185", - 45
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,S1 葡萄 巨峰 ,119.3,49.4,31.6,59.8, -  6,"4,480", - 18
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,S9 葡萄 進口 ,206.4,33.3,16.7,64.6, + 12,"3,437", - 28
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,T1 西瓜 大西瓜 ,15.0,8.0,8.0,9.4, +  3,"21,695", - 71
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,T5 西瓜 黃肉 ,21.7,17.3,13.0,17.3, - 19,"20,565", +113
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,T7 西瓜 秀鈴 ,16.0,16.0,10.8,15.0, +114,703, +603
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,V1 甜瓜 美濃 ,72.1,30.6,10.0,34.8, +  1,534, - 63
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,V2 甜瓜 溫室吊瓜 ,212.7,92.0,37.6,105.2, - 12,"1,293", - 38
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,W0 洋香瓜 其他 ,153.6,75.9,46.6,85.6, -  1,"2,082", + 25
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,W1 洋香瓜 網狀紅肉 ,32.4,30.0,26.7,29.8, +  1,"8,726", +244
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,W2 洋香瓜 網狀綠肉 ,47.6,33.3,20.8,33.6, - 10,"1,293", - 60
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,W9 洋香瓜 進口 ,583.4,418.4,350.0,437.7, - 22,23, - 53
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,X59 蘋果 紅玉進口 ,93.3,93.3,93.3,93.3,  -  ,240,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,X69 蘋果 富士進口 ,82.3,30.5,26.7,40.1, +  5,"19,540", - 11
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,Y1 桃子 水蜜桃 ,90.0,90.0,90.0,90.0,  -  ,10,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,Y3 桃子 甜桃 ,56.7,33.3,30.0,37.3, +  7,297, - 35
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,Y39 桃子 甜桃進口 ,75.0,64.4,60.0,65.6, - 13,"3,410", +999
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,Y4 桃子 早桃 ,58.2,43.2,30.0,43.6, + 17,585, + 56
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,Y5 桃子 福壽桃 ,25.0,25.0,25.0,25.0, - 15,200, + 27
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,109 台北一  ,Y9 桃子 進口 ,525.9,146.8,75.0,208.3, + 94,"2,526", +  4
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,11 椰子  ,7.0,7.0,7.0,7.0, -  3,864,    0
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,42 楊梅  ,25.0,25.0,25.0,25.0,    0,15, +200
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,51 百香果 改良種 ,59.7,41.3,30.1,42.8, + 18,607, +  1
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,61 甘蔗 帶皮 ,9.0,9.0,9.0,9.0,  -  ,"1,280",  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,71 小番茄 ㄧ般 ,20.0,17.5,15.0,17.5, +  9,80, - 62
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,72 小番茄 聖女 ,35.0,25.4,20.0,26.3, - 25,184, - 15
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,74 小番茄 玉女 ,67.3,42.5,24.1,43.8, + 19,558, + 46
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,811 火龍果 白肉 ,45.0,40.3,30.0,39.2, + 28,36, - 96
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,812 火龍果 紅肉 ,41.9,23.7,22.0,27.0,    0,"1,217", + 20
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,839 櫻桃 進口 ,500.0,500.0,500.0,500.0,  -  ,225,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,859 榴槤 進口 ,108.3,108.3,108.3,108.3,    0,"2,640", - 37
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,91 其他  ,180.0,39.5,4.3,60.5, +426,156, - 54
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,919 其他 進口 ,66.7,66.7,66.7,66.7,  -  ,30,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,A0 香蕉 其他 ,15.0,12.2,10.0,12.3, -  5,375, - 45
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,A1 香蕉  ,30.9,28.0,24.8,27.9, -  5,"11,685", + 62
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,A2 香蕉 芭蕉紅芭蕉 ,39.7,27.6,13.9,27.3, + 12,222, -  3
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,A3 香蕉 旦蕉 ,23.6,19.3,18.0,19.9, - 30,715, - 19
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,B0 鳳梨 其他 ,13.0,13.0,13.0,13.0, + 18,624, +160
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,B2 鳳梨 金鑽鳳梨 ,15.3,11.2,8.6,11.5, +  4,"10,759", + 82
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,B6 鳳梨 甜蜜蜜 ,18.2,12.7,9.5,13.2, + 17,"5,212", + 36
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,E9 甜橙 進口 ,40.0,40.0,40.0,40.0,    0,"3,540", +999
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,F1 雜柑 檸檬 ,29.7,20.1,12.9,20.6, + 19,"2,573", + 76
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,F4 雜柑 桔子 ,27.0,24.5,24.0,24.9, -  0,51, +155
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,F5 雜柑 無子檸檬 ,30.0,22.0,18.0,22.8, -  3,90, - 24
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,G2 黃金果  ,95.0,91.6,68.4,87.7,  -  ,139,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,G3 酪梨  ,82.8,62.3,52.6,64.4, - 10,537, + 15
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,G49 奇異果 進口 ,151.2,79.5,66.4,91.2, + 23,"2,773", +530
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,G8 栗子  ,80.0,80.0,80.0,80.0,    0,6, + 50
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,G9 波蘿蜜  ,16.0,15.4,10.0,14.4, - 17,89, + 48
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,I1 木瓜 網室紅肉 ,21.0,18.1,15.9,18.2, +  7,"2,772", +230
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,I3 木瓜 日昇種 ,40.0,39.5,25.0,36.7,  -  ,480,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,I4 木瓜 青木瓜 ,27.0,26.4,17.1,24.7, + 65,307, - 17
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,J0 荔枝 其他 ,30.0,30.0,30.0,30.0,  -  ,96,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,J1 荔枝 玉荷包 ,72.3,58.1,55.0,60.4, + 20,864, - 49
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,J2 荔枝 黑葉 ,24.3,22.3,20.0,22.2, -  2,"7,506", + 89
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,J4 荔枝 竹葉黑 ,25.0,23.3,22.0,23.4, -  6,"1,291", - 64
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,K3 龍眼 粉殼 ,55.0,55.0,55.0,55.0, -  8,36, - 10
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,N3 李 紅肉李 ,40.4,31.8,25.0,32.1, + 25,668, +  2
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,N6 李 泰安李 ,21.0,21.0,21.0,21.0, + 17,54, - 79
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,O5 梨 豐水梨 ,34.9,30.7,28.0,31.0, -  5,"3,986", -  1
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,P1 番石榴 珍珠芭 ,23.3,16.6,11.5,17.0, - 13,"10,300", + 78
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,P3 番石榴 帝王芭 ,20.0,19.4,18.0,19.2, + 92,64, +256
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,Q1 蓮霧 紅蓮霧 ,40.7,24.1,20.0,26.6, + 20,640, +357
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,Q2 蓮霧 子彈型 ,15.0,15.0,15.0,15.0, - 18,141, + 37
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R0 芒果 其他 ,38.8,27.4,19.4,28.1, +  6,"1,034", + 31
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R1 芒果 愛文 ,40.6,32.1,23.0,32.0, -  2,"16,023", + 33
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R2 芒果 玉文 ,22.7,20.2,20.0,20.7, - 16,542, + 22
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R3 芒果 本島 ,36.0,30.8,25.0,30.7, -  4,120, +150
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R5 芒果 黑香金興 ,43.6,27.9,25.0,30.5, + 17,245, +921
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R6 芒果 金煌 ,24.0,18.2,17.9,19.3, - 11,"1,646", - 11
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,R8 芒果 芒果青 ,10.0,8.4,8.0,8.7, +  9,480, + 14
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,S1 葡萄 巨峰 ,68.1,45.0,45.0,49.6, + 33,"1,266", - 46
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,S9 葡萄 進口 ,61.3,50.0,50.0,52.3, - 29,"1,324", +275
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,T1 西瓜 大西瓜 ,8.0,8.0,8.0,8.0,    0,"18,135", + 21
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,T5 西瓜 黃肉 ,7.0,7.0,7.0,7.0, - 33,"1,600", + 21
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,T6 西瓜 紅肉 ,7.0,7.0,7.0,7.0,  -  ,400,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,T7 西瓜 秀鈴 ,7.0,7.0,7.0,7.0, - 10,240, - 72
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,V1 甜瓜 美濃 ,18.0,18.0,18.0,18.0, +125,42, -  7
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,V2 甜瓜 溫室吊瓜 ,60.0,60.0,48.2,57.6, + 25,204, + 16
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,W1 洋香瓜 網狀紅肉 ,23.6,23.0,17.4,22.0, +  8,865, -  8
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,W6 洋香瓜 光面綠肉 ,20.0,20.0,20.0,20.0,  -  ,110,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,X29 蘋果 秋香進口 ,90.0,88.9,85.0,88.3, + 47,60, - 68
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,X69 蘋果 富士進口 ,60.0,54.8,50.0,54.9, +  1,"7,380", + 85
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,Y4 桃子 早桃 ,18.0,18.0,18.0,18.0, -  5,668, + 71
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,220 板橋區,Y9 桃子 進口 ,267.7,240.0,240.0,245.5, + 31,404, - 28
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,11 椰子  ,11.0,8.8,8.0,9.0, + 29,848, -  2
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,51 百香果 改良種 ,46.9,41.7,30.6,40.5, -  5,342, - 44
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,71 小番茄 ㄧ般 ,19.0,18.2,15.0,17.7, +  1,270, +238
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,72 小番茄 聖女 ,35.0,32.9,25.6,31.8, + 21,272, + 48
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,74 小番茄 玉女 ,65.5,46.0,25.0,45.7, +  4,494, - 11
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,811 火龍果 白肉 ,45.6,37.5,26.4,36.9, -  6,468, +999
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,812 火龍果 紅肉 ,44.5,26.9,21.6,29.4, +  9,776, - 36
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,839 櫻桃 進口 ,500.0,500.0,500.0,500.0,    0,140, - 38
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,859 榴槤 進口 ,108.3,108.3,108.3,108.3,    0,"2,964", + 12
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,91 其他  ,140.0,140.0,140.0,140.0, +131,42, - 73
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,A0 香蕉 其他 ,12.0,12.0,10.4,11.7, -  5,85, - 77
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,A1 香蕉  ,32.5,28.0,25.0,28.3, +  1,"7,679", - 34
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,A2 香蕉 芭蕉紅芭蕉 ,40.0,33.0,20.3,31.9, + 17,225, +  1
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,A3 香蕉 旦蕉 ,20.0,20.0,20.0,20.0, +  1,255, - 64
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,B0 鳳梨 其他 ,13.0,11.6,11.0,11.8, -  9,371, - 41
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,B2 鳳梨 金鑽鳳梨 ,13.3,11.9,9.9,11.8, +  3,"8,575", - 20
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,B6 鳳梨 甜蜜蜜 ,16.9,11.1,9.4,11.9, - 10,"5,117", -  2
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,F1 雜柑 檸檬 ,25.9,18.0,10.5,18.1, - 12,"2,412", -  6
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,F5 雜柑 無子檸檬 ,20.0,16.7,10.0,16.0, - 30,90,    0
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,G2 黃金果  ,90.0,68.9,60.0,71.3, - 19,53, - 62
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,G3 酪梨  ,79.2,58.5,48.2,60.6, -  6,432, - 20
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,G49 奇異果 進口 ,157.1,151.2,142.9,150.7, + 65,312, - 89
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,G8 栗子  ,80.0,80.0,80.0,80.0,    0,4, - 33
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,I1 木瓜 網室紅肉 ,19.3,18.0,17.8,18.2,    0,"1,524", - 45
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,I3 木瓜 日昇種 ,31.0,27.8,24.0,27.7, - 25,622, + 30
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,I4 木瓜 青木瓜 ,32.9,30.5,23.8,29.6, + 20,687, +124
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,J0 荔枝 其他 ,40.0,31.5,30.0,32.9, + 10,114, + 19
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,J1 荔枝 玉荷包 ,78.6,61.2,52.2,62.9, +  4,516, - 40
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,J2 荔枝 黑葉 ,29.5,24.3,23.0,25.1, + 13,"4,615", - 39
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,J4 荔枝 竹葉黑 ,28.9,24.9,22.0,25.1, +  7,"3,259", +152
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,K3 龍眼 粉殼 ,75.0,75.0,75.0,75.0, + 36,15, - 58
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,N3 李 紅肉李 ,39.0,36.7,33.0,36.4, + 13,659, -  1
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,O0 梨 其他 ,33.0,30.4,30.0,30.8,  -  ,"1,425",  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,O2 梨 秋水梨 ,40.0,38.2,35.0,37.9,  -  ,533,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,O5 梨 豐水梨 ,36.0,31.7,30.0,32.2, +  4,"2,035", - 49
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,P1 番石榴 珍珠芭 ,23.5,16.8,12.8,17.3, +  2,"8,208", - 20
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,Q1 蓮霧 紅蓮霧 ,25.9,18.9,17.0,19.9, - 25,607, -  5
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,Q2 蓮霧 子彈型 ,15.0,15.0,15.0,15.0,    0,264, + 87
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R0 芒果 其他 ,32.4,25.9,23.6,26.8, -  5,417, - 60
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R1 芒果 愛文 ,38.4,29.1,18.5,28.8, - 10,"9,014", - 44
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R2 芒果 玉文 ,26.0,21.4,16.5,21.4, +  3,669, + 23
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R3 芒果 本島 ,39.0,39.0,39.0,39.0, + 27,64, - 47
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R5 芒果 黑香金興 ,23.0,23.0,23.0,23.0, - 25,120, - 51
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R6 芒果 金煌 ,24.2,19.0,17.5,19.7, +  2,"2,689", + 63
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,R8 芒果 芒果青 ,8.0,8.0,8.0,8.0, -  8,100, - 79
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,S1 葡萄 巨峰 ,71.1,45.0,40.5,49.3, -  1,907, - 28
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,V2 甜瓜 溫室吊瓜 ,60.0,56.5,40.0,53.9, -  6,121, - 41
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,W1 洋香瓜 網狀紅肉 ,20.0,18.0,15.0,17.8, - 19,838, -  3
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,X69 蘋果 富士進口 ,94.2,54.1,41.0,59.5, +  8,"10,632", + 44
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,Y39 桃子 甜桃進口 ,130.0,130.0,130.0,130.0,  -  ,450,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,Y4 桃子 早桃 ,23.0,23.0,23.0,23.0, + 28,345, - 48
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,Y5 桃子 福壽桃 ,20.0,20.0,20.0,20.0,  -  ,216,  -  
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/10,220 板橋區,Y9 桃子 進口 ,275.0,139.4,100.0,158.6, - 35,633, + 57
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,241 三重區,11 椰子  ,13.1,11.0,10.9,11.4,    0,"9,635", + 59
109/06/08 ~ 109/06/10 (農曆:109/04/17* ~ 109/04/19*),全部市場,109/06/09,241 三重區,12 椰子 剝殼 ,25.0,25.0,25.0,25.0,    0,300, + 25
